ticket_id,title,description,category,priority,resolution,created_date,status,resolution_time_hours
INCV533J,Backup failed for FILE-SRV-01,Server FILE-SRV-01 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,High,Restarted application services. Investigated memory leak root cause and applied patches.,29-09-2025 10:36,Closed,47
INCZ840U,Server down - APP-SRV-03,Server FILE-SRV-01 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,High,Restarted File Service service and verified functionality. Implemented monitoring alerts for early detection.,13-02-2026 10:36,Resolved,27
INCO650L,Power outage affecting datacenter rack R4,Server FILE-SRV-01 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,Low,Scheduled maintenance window. Successfully migrated VM with zero data loss.,20-11-2025 10:36,Closed,7
INCE869T,Memory leak detected on MAIL-SRV-02,Server DB-SERVER-02 showing 100% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,Medium,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,07-04-2025 10:36,Closed,60
INCG372N,Disk space full on MAIL-SRV-02,Server DB-SERVER-02 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,High,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,04-05-2025 10:36,Closed,9
INCV934Q,Disk space full on APP-SRV-03,Server DB-SERVER-02 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,High,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,12-09-2025 10:36,Closed,57
INCV144L,VM migration required for MAIL-SRV-02,Server DB-SERVER-02 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,Low,Restarted Database Service service and verified functionality. Implemented monitoring alerts for early detection.,18-03-2026 10:36,Resolved,40
INCX756L,Storage array performance issues,Server APP-SRV-03 showing 96% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,Critical,Cleaned up temporary files and logs. Implemented automated cleanup scripts and storage monitoring.,16-11-2025 10:36,Closed,36
INCO551P,Memory leak detected on FILE-SRV-01,Server APP-SRV-03 showing 92% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,Medium,Restored network connectivity. Updated routing tables and verified server accessibility.,16-05-2025 10:36,Resolved,61
INCW412I,Hardware failure detected on DB-SERVER-02,Server APP-SRV-03 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,Medium,Cleaned up temporary files and logs. Implemented automated cleanup scripts and storage monitoring.,16-10-2025 10:36,Resolved,18
INCC405J,Power outage affecting datacenter rack R1,Server APP-SRV-03 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,Medium,Restarted application services. Investigated memory leak root cause and applied patches.,13-11-2025 10:36,Closed,71
INCU215Y,Server down - APP-SRV-03,Server APP-SRV-03 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,Low,Restarted Web Service service and verified functionality. Implemented monitoring alerts for early detection.,12-11-2025 10:36,Resolved,36
INCR010Q,Memory leak detected on MAIL-SRV-02,Server APP-SRV-03 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,Critical,Restored network connectivity. Updated routing tables and verified server accessibility.,18-05-2025 10:36,Closed,50
INCP539V,Backup failed for MAIL-SRV-02,Server APP-SRV-03 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,High,Scheduled maintenance window. Successfully migrated VM with zero data loss.,05-06-2025 10:36,Resolved,62
INCH230C,Data corruption detected in AnalyticsDB,Scheduled backup for UserDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,Medium,Fixed backup script configuration and verified storage connectivity. Backup completed successfully.,14-05-2025 10:36,Closed,24
INCB332Z,Database deadlock issues in AnalyticsDB,Scheduled backup for UserDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,Low,Optimized connection pool settings and restarted database services. Connection stability restored.,07-03-2026 10:36,Resolved,47
INCI654Z,Replication lag in AnalyticsDB cluster,Scheduled backup for UserDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,Medium,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,11-09-2025 10:36,Resolved,38
INCC976Q,Transaction log full in CustomerDB,Scheduled backup for UserDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,High,Resolved migration issues and successfully upgraded CustomerDB to version [new_version].,09-02-2026 10:36,Resolved,30
INCW665K,Index rebuild required for ProductionDB,Scheduled backup for UserDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,Medium,Restored affected records from backup and ran full data integrity check. Corruption resolved.,21-07-2025 10:36,Closed,26
INCP729O,Database deadlock issues in UserDB,Scheduled backup for UserDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,High,Restored affected records from backup and ran full data integrity check. Corruption resolved.,22-01-2026 10:36,Resolved,52
INCH688J,Replication lag in UserDB cluster,Scheduled backup for InventoryDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,High,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,28-10-2025 10:36,Closed,1
INCC019I,Database connection timeout - UserDB,Scheduled backup for InventoryDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,Low,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,16-11-2025 10:36,Closed,57
INCH663E,Replication lag in UserDB cluster,Scheduled backup for InventoryDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,Critical,Identified problematic queries and optimized transaction isolation levels. Deadlock frequency reduced.,18-01-2026 10:36,Resolved,58
INCR037O,Database connection timeout - InventoryDB,Scheduled backup for InventoryDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,High,Identified problematic queries and optimized transaction isolation levels. Deadlock frequency reduced.,16-04-2025 10:36,Closed,7
INCJ771M,Database backup failed for AnalyticsDB,Scheduled backup for InventoryDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,Medium,Identified problematic queries and optimized transaction isolation levels. Deadlock frequency reduced.,23-01-2026 10:36,Resolved,64
INCQ161B,Replication lag in CustomerDB cluster,Scheduled backup for InventoryDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,Medium,Rebuilt indexes on [table_name] and optimized query execution plans. Performance improved 83%.,13-08-2025 10:36,Resolved,23
INCW189G,Database connection timeout - ProductionDB,Scheduled backup for CustomerDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,High,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,19-10-2025 10:36,Resolved,21
INCU276T,Database space running low - ProductionDB,Scheduled backup for CustomerDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,Critical,Optimized connection pool settings and restarted database services. Connection stability restored.,30-11-2025 10:36,Resolved,21
INCB355R,Database connection timeout - UserDB,Scheduled backup for CustomerDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,High,Rebuilt indexes on [table_name] and optimized query execution plans. Performance improved 82%.,18-11-2025 10:36,Closed,11
